claims_text,claims_claimant,claims_claimDate,claims_claimReview_0_publisher_name,claims_claimReview_0_publisher_site,claims_claimReview_0_url,claims_claimReview_0_reviewDate,claims_claimReview_0_textualRating,claims_claimReview_0_languageCode,claims_claimReview_0_title
Eating bananas is a preventative against the COVID-19 coronavirus disease.,,,Snopes,snopes.com,https://www.snopes.com/fact-check/bananas-coronavirus/,2020-03-22T08:23:00Z,FALSE,en,Will Eating Bananas Prevent Coronavirus Infection?
Breathing steam from a boiling pot of water will treat or cure a novel coronavirus infection,Rasa Yana,2020-03-15T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/inhaling-steam-will-not-treat-or-cure-novel-coronavirus-infection,2020-03-26T21:36:00Z,FALSE,en,
The application of heat or heating your body can kill coronavirus,Various - shared on Facebook,,BBC,bbc.co.uk,https://www.bbc.co.uk/news/world-51735367,2020-03-08T00:00:00Z,We don't have good enough evidence for this yet - but it's unlikely that applying heat to your body will stop you from catching coronavirus,en,
Garlic can prevent coronavirus,Various - shared on Facebook,2020-03-08T00:00:00Z,BBC,bbc.co.uk,https://www.bbc.co.uk/news/world-51735367,2020-03-08T00:00:00Z,False - there's no evidence for this,en,
Drinking water or keeping your throat wet can stop you catching coronavirus,Various - shared on Facebook,2020-02-27T00:00:00Z,BBC,bbc.co.uk,https://www.bbc.co.uk/news/world-51735367,2020-03-08T00:00:00Z,There is no evidence for this,en,
Colloidal silver solution can help with coronavirus,Jim Bakker show,2020-02-12T00:00:00Z,BBC,bbc.co.uk,https://www.bbc.co.uk/news/world-51735367,2020-03-08T00:00:00Z,False and potentially harmful,en,
"A ""miracle mineral solution"" (MMS) or drinking bleach can cure coronavirus",Jordan Sather,2020-01-23T00:00:00Z,BBC,bbc.co.uk,https://www.bbc.co.uk/news/world-51735367,2020-03-08T00:00:00Z,False and potentially dangerous,en,
The World Health Organization “offered the [coronavirus] testing kits that they have available” but “we refused them.”,Joe Biden,2020-03-15T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/biden-trump-wrong-about-who-coronavirus-tests/,2020-03-20T19:38:20Z,FALSE,en,"Biden, Trump Wrong About WHO Coronavirus Tests"
"The World Health Organization test for the new coronavirus ""was a bad test.""",Donald Trump,2020-03-17T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/biden-trump-wrong-about-who-coronavirus-tests/,2020-03-20T19:38:20Z,FALSE,en,"Biden, Trump Wrong About WHO Coronavirus Tests"
The Italian Prime Minister has said his country has exhausted all options to fight against the coronavirus pandemic and pleads to God to “rescue your people.”,Facebook user,2020-03-22T00:00:00Z,Full Fact,fullfact.org,https://fullfact.org/online/conte-bolsonaro-covid-coronavirus/,2020-03-24T00:00:00Z,This quote is made up.,en,
Rashes are a symptom of the new coronavirus.,,,Full Fact,fullfact.org,https://fullfact.org/health/coronavirus-rash/,2020-03-06T00:00:00Z,No official advice lists rashes as a symptom of the new coronavirus.,en,
People describing themselves as Red Cross workers are knocking on doors of people's homes and selling what they claim are coronavirus home tests.,,,Snopes.com,snopes.com,https://www.snopes.com/fact-check/red-cross-coronavirus-scams/,2020-03-19T14:40:00Z,Scam,en,"No, Red Cross Is Not Offering Coronavirus Home Tests 19 March ..."
Genuine news report says Australian scientists found bananas prevent COVID-19,Multiple sources,2020-03-15T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/video-has-been-doctored-scientists-have-not-found-bananas-prevent-coronavirus-infection,2020-03-18T10:25:00Z,FALSE,en,
Cocaine and bleach can cure coronavirus,Social media,2019-08-12T00:00:00Z,CBS News,cbsnews.com,https://www.cbsnews.com/news/coronavirus-drinking-bleach-cocaine-false-rumors-social-media/,2020-03-09T00:00:00Z,False.,en,Coronavirus cannot be cured by drinking bleach or snorting cocaine ...
The WHO coronavirus test “was a bad test.”,Donald Trump,2020-03-17T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/17/donald-trump/donald-trump-falsely-says-who-coronavirus-test-was/,,FALSE,en,Donald Trump falsely says WHO coronavirus test 'was a bad test'
The World Health Organisation (WHO) have advised people to use contactless payments instead of cash to reduce the risk of Covid-19 transmission.,The Telegraph,2020-03-02T00:00:00Z,Full Fact,fullfact.org,https://fullfact.org/health/coronavirus-WHO-cash-comments/,2020-03-13T00:00:00Z,"The WHO advises the public to wash their hands after handling money, especially if handling or eating food. But they haven’t issued a warning about using banknotes.",en,
"""I think the 3.4% is really a false number,"" referring to the World Health Organization saying 3.4% of reported COVID-19 patients worldwide have died.",Donald Trump,2020-03-05T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/trump-and-the-coronavirus-death-rate/,2020-03-18T22:37:11Z,We Explain the Number,en,Trump and the Coronavirus Death Rate
“This is a pandemic. I felt it was a pandemic long before it was called a pandemic.”,Donald Trump,2020-03-17T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/trump-and-the-coronavirus-death-rate/,2020-03-18T22:37:11Z,Here's What He's Said,en,Trump and the Coronavirus Death Rate
"""[E]arly on in this crisis, we said — I said, among others, that, you know, you should get into China, get our experts there, we have the best in the world, get them in so we know what’s actually happening. There was no effort to do that.”",Joe Biden,2020-03-27T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/04/bidens-false-claim-on-trumps-response-to-coronavirus/,,FALSE,en,Biden's False Claim on Trump's Response to Coronavirus
USA Today published a front-page article about the development of a COVID-19 vaccine the same day Kobe Bryant's death was reported.,,,Snopes,snopes.com,https://www.snopes.com/fact-check/coronavirus-cure-bryant/,2020-03-20T15:39:00Z,TRUE,en,Did Coronavirus Vaccine Story Run Same Day as Reports of Kobe's ...
"""Gargling with warm water & salt or vinegar eliminates"" the coronavirus.",Social media posts,2020-03-16T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/gargling-water-with-salt-wont-eliminate-coronavirus/,,FALSE,en,Gargling Water With Salt Won't 'Eliminate' Coronavirus
Ginger a cure for novel coronavirus (COVID-19),Multiple sources,2020-02-01T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doctors-refute-misleading-online-claim-consuming-boiled-ginger-can-cure-novel-coronavirus-infections,2020-03-16T08:30:00Z,Misleading,en,
"""Being exposed to the sun for two hours"" kills the 2019 coronavirus.",Facebook posts,2020-03-09T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/11/facebook-posts/sun-exposure-does-not-kill-coronavirus/,,FALSE,en,Sun exposure does not kill the coronavirus
"If the coronavirus gets in your mouth, ""drinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy ... your stomach ACID will kill all the virus.""",Facebook posts,2020-03-06T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/11/facebook-posts/drinking-water-does-not-prevent-coronavirus-infect/,,FALSE,en,Drinking water does not prevent coronavirus infection
North Korea leader Kim Jong Un ordered his country's first COVID-19 patient to be shot dead.,Multiple Sources,,Snopes.com,snopes.com,https://www.snopes.com/fact-check/kim-jong-shot-coronavirus-patient/,2020-03-23T13:37:00Z,Unproven,en,Did Kim Jong Un Order North Korea's First Coronavirus Patient To Be Executed?
"A bovine coronavirus vaccine, for cattle, is proof that the novel coronavirus isn't ""new"" and is evidence of ""how much the media controls people.""",Social media posts,2020-03-01T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/cattle-vaccine-not-related-to-2019-novel-coronavirus/,,FALSE,en,Cattle Vaccine Not Related to 2019 Novel Coronavirus
Prime Minister Boris Johnson advocated for the UK to take Covid-19 “on the chin” and allow the disease to spread through the population.,,,Full Fact,fullfact.org,https://fullfact.org/health/boris-johnson-coronavirus-this-morning/,2020-03-10T00:00:00Z,"The Prime Minister said this was a theory on how to deal with the virus, but said it would be better if we take all the measures we can to reduce the burden on the NHS during the peak of the disease.",en,
"Hand ""sanitizer will do nothing for the coronavirus.""",Social media posts,2020-03-03T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/contrary-to-false-posts-sanitizer-helpful-against-coronavirus/,,FALSE,en,"Contrary to False Posts, Sanitizer Helpful Against Coronavirus"
"""Nancy Pelosi wouldn’t release 8.5 billion for Coronavirus without abortion funding, so Trump went around her to declare a National Emergency and got 50 billion.""",Facebook post,2020-03-13T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/false-claim-that-pelosi-withheld-coronavirus-funds-over-abortion/,,FALSE,en,False Claim That Pelosi Withheld Coronavirus Funds Over Abortion
"""We do have 19 out of our 50 states, to be reminded, that had early cases but have persistently low level of cases and, at this point, have less than 200 cases. So that’s almost 40% of the country with extraordinarily low numbers.""",Dr. Deborah Birx,2020-03-26T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/birx-spins-extraordinarily-low-numbers-of-coronavirus-cases/,,Misleading,en,Birx Spins 'Extraordinarily Low Numbers' of Coronavirus Cases
"The number of COVID-19 cases in the United States ""are going very substantially down, not up.”",Donald Trump,2020-02-27T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/02/factchecking-trumps-coronavirus-press-conference/,,Spins the Facts,en,FactChecking Trump's Coronavirus Press Conference
"An MSNBC reporter said on air: ""I hope enough people die from coronavirus that it harms Trump's reelection.""",Multiple Sources,,Snopes,snopes.com,https://www.snopes.com/fact-check/msnbc-hope-coronavirus-kills/,2020-03-16T12:32:00Z,FALSE,en,Did MSNBC Reporter Say 'I Hope Coronavirus Kills People and ...
A vaccine for the new coronavirus has been created by US scientists and will be ready to use from next Sunday.,Facebook user,2020-03-23T00:00:00Z,Full Fact,fullfact.org,https://fullfact.org/online/coronavirus-vaccine-not-ready/,2020-03-26T00:00:00Z,"Whilst there are vaccines in development, it will likely be more than 18 months before they are ready to use. The image and videos accompanying the post are related to Covid-19 diagnostic tests, not vaccines.",en,
Says President Donald Trump made comments downplaying the coronavirus as the number of cases in the U.S. rose exponentially.,Priorities USA,2020-03-23T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/article/2020/mar/27/ad-watch-priorities-usa-trumps-coronavirus-respons/,,Most comments came early,en,Ad Watch: Priorities USA on Trump's coronavirus response
Coronavirus isn’t dangerous as it can be killed by Dettol products.,Facebook user,,Full Fact,fullfact.org,https://fullfact.org/online/coronavirus-dettol/,2020-02-17T00:00:00Z,How dangerous the novel coronavirus is doesn’t relate to whether disinfectants work against it. Coronavirus is a large category of viruses that includes the common cold. Dettol has said its products haven’t been tested against the new virus yet.,en,
Dettol antiseptic spray says it kills coronavirus.,,,Full Fact,fullfact.org,https://fullfact.org/online/coronavirus-dettol/,2020-02-17T00:00:00Z,That is correct but that doesn’t refer to the new coronavirus (Covid-19) identified in Wuhan. Coronavirus is a large category of viruses that includes the common cold. Dettol has said its products haven’t been tested against the new virus yet.,en,
Pets carry no threat and do not carry the new coronavirus.,,,Full Fact,fullfact.org,https://fullfact.org/online/pets-coronavirus-facebook/,2020-03-24T00:00:00Z,"This is correct. At present, there’s no evidence that dogs and cats can be infected.",en,
"""It looks like by April, you know in theory, when it gets a little warmer, [the new coronavirus] miraculously goes away — I hope that’s true.""",Donald Trump,2020-02-10T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/02/will-the-new-coronavirus-go-away-in-april/,,Too Early to Say,en,Will the New Coronavirus 'Go Away' in April?
There are 59 positive Coronavirus cases in Nagpur along with 3 doctors one of whom is on ventilator.,social media users,2020-03-25T00:00:00Z,IndiaToday,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-audio-clip-stating-59-positive-coronavirus-cases-in-nagpur-is-fake-1660112-2020-03-26,2020-03-26T00:00:00Z,FALSE,en,Fact check: Audio clip stating 59 positive coronavirus cases in ...
Jacob Rothschild owns a patent to coronavirus.,,,Full Fact,fullfact.org,https://fullfact.org/online/Rothschild-coronavirus/,2020-01-30T00:00:00Z,Incorrect. There is no patent to the new coronavirus discovered recently in Wuhan.,en,
"""[T]he Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing. And we undid that decision ... [W]e ended that rule very quickly.""",Donald Trump,2020-03-04T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/trumps-misplaced-blame-on-obama-for-coronavirus-tests/,,FALSE,en,Trump's Misplaced Blame on Obama for Coronavirus Tests
An audio message lists five ways people can prevent the novel coronavirus.,Chain message,2020-03-23T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/25/chain-message/audio-shared-facebook-messenger-spreads-false-info/,,FALSE,en,Audio shared on Facebook Messenger spreads false information ...
Dr. Usman Riyaz from Delhi died of Coronavirus.,Social media users,2020-03-27T00:00:00Z,IndiaToday,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-no-delhi-doctor-died-due-to-coronavirus-1660510-2020-03-27,2020-03-27T00:00:00Z,Mostly false,en,Fact Check: No Delhi doctor died due to coronavirus
Drinking hot water with lemons will cure or prevent COVID-19; drinking hot water with lemons and sodium bicarbonate will “alkalize the immune system” and cure or prevent COVID-19.,,,Snopes.com,snopes.com,https://www.snopes.com/fact-check/lemons-coronavirus/,2020-03-26T13:10:00Z,FALSE,en,Will Lemons and Hot Water Cure or Prevent COVID-19?
"A patent for coronavirus was granted in 2018 to the Pirbright Institute UK, founded by Bill and Melinda Gates.",,,Full Fact,fullfact.org,https://fullfact.org/online/wuhan-virus-patent-gates/,2020-01-27T00:00:00Z,"A patent for a different virus in the same family as the Wuhan virus was applied for by the Pirbright Institute, which receives part of its funding from the Bill and Melinda Gates Foundation.",en,
The coronavirus patent was applied for in 2015.,Facebook user,,Full Fact,fullfact.org,https://fullfact.org/online/wuhan-virus-patent-gates/,2020-01-27T00:00:00Z,Incorrect. A company applied for a patent on a weakened version of a virus in the same family as the new Wuhan virus.,en,
CDC recommends people to shave their facial hair to prevent coronavirus.,Social media users,2020-03-27T00:00:00Z,IndiaToday,indiatoday.in,https://www.indiatoday.in/fact-check/story/no-us-health-body-has-not-recommended-shaving-facial-hair-prevent-coronavirus-1660754-2020-03-28,2020-03-28T00:00:00Z,FALSE,en,"Fact Check: No, US health body has not recommended shaving ..."
"""From this morning we have brought a special drug used in China which is claimed to have resulted in improvements in intensive care patients, cutting their time in care from 11-12 days to four days. The new drugs will be used by COVID-19 patients being treated in intensive care units.”",Fehrettin Koca,2020-03-27T00:00:00Z,POLYGRAPH.info,polygraph.info,https://www.polygraph.info/a/covid-19-china-turkey-fact-check/30513523.html,2020-03-27T00:00:00Z,Misleading,en,That 'Special Drug' China Gave Turkey for Coronavirus
Says to leave objects in the sun to avoid contracting the coronavirus.,Facebook posts,2020-03-25T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/27/facebook-posts/still-no-proof-sunlight-kills-new-coronavirus/,,FALSE,en,Still no proof that sunlight kills the new coronavirus
“Sunlight actually can kill the (novel coronavirus.)”,Greg Murphy,2020-03-16T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/20/greg-murphy/no-sunlight-has-not-been-proven-kill-coronavirus/,,FALSE,en,"No, sunlight has not been proven to kill coronavirus"
Two authors predicted the coronavirus decades before the outbreak.,Facebook user,,Full Fact,fullfact.org,https://fullfact.org/online/books-supposedly-predict-covid-19/,2020-02-21T00:00:00Z,A 1980s sci-fi novel describes a disease called “Wuhan-400” that bears little similarity to the new Wuhan coronavirus. A book of “prophecies about the end of the world” written in 2008 predicted that a pneumonia-like illness would spread across the world in the year 2020.,en,
"""We've done more tests in eight days than South Korea has done in eight weeks.""",Donald Trump,2020-03-24T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/25/donald-trump/trumps-boast-about-us-south-korea-coronavirus-test/,,FALSE,en,"Donald Trump's comparison of US, South Korea coronavirus testing ..."
"While coronavirus tests in other countries are conducted for free or at nominal charges, in India, it costs Rs 4,500",Facebook users,2020-03-23T00:00:00Z,IndiaToday,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-are-coronavirus-tests-most-expensive-in-india-1659724-2020-03-25,2020-03-25T00:00:00Z,Mostly false,en,Fact Check: Are coronavirus tests most expensive in India?
“Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.”,Viral image,2020-03-01T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/03/viral-image/shands-hospital-gainesville-florida-hasnt-confirme/,,FALSE,en,"Shands Hospital in Gainesville, Florida, hasn't confirmed a ..."
Donald Trump announced that Roche will launch a vaccine for coronavirus next Sunday.,Facebook users,2020-03-18T00:00:00Z,IndiaToday,indiatoday.in,https://www.indiatoday.in/fact-check/story/donald-trump-coronavirus-vaccine-ready-use-roche-1656674-2020-03-18,2020-03-18T00:00:00Z,Half true,en,Fact Check: Donald Trump never said coronavirus vaccine is ready ...
"To minimise the risk of catching the new coronavirus, you should use public transport only when necessary, avoid kissing and shaking hands, and make visitors wash their hands as soon as they enter your house.",,,Full Fact,fullfact.org,https://fullfact.org/health/coronavirus-claims-debunked/,2020-03-03T00:00:00Z,Official Public Health England advice does not recommend any of these things.,en,
The NHS recommends washing your underwear and towels at 60C or 40C with a bleach-based laundry product to prevent the spread of the new coronavirus.,,,Full Fact,fullfact.org,https://fullfact.org/health/coronavirus-claims-debunked/,2020-03-03T00:00:00Z,This is not NHS advice on limiting the spread of the new coronavirus. It comes from advice on stopping the spread of germs generally.,en,
"""Google is helping to develop a website. It’s going to be very quickly done, unlike websites of the past, to determine whether a test is warranted and to facilitate testing at a nearby convenient location. We have many, many locations behind us, by the way. We cover the — this country in large part.""",Donald Trump,2020-03-13T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/trump-misrepresents-google-coronavirus-website/,,Distorts the Facts,en,Trump Misrepresents Google Coronavirus Website
"""COVID-19 is confirmed as airborne and remain 8 hrs in air! So everyone is required to wear mask everywhere!""",Facebook posts,2020-03-22T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/posts-distort-facts-on-coronavirus-air-transmission-masks/,,Distorts the Facts,en,"Posts Distort Facts on Coronavirus Air Transmission, Masks"
Turn wet wipes into face masks to protect against the novel coronavirus,Multiple sources,2020-03-12T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/wet-wipes-not-recommended-use-diy-coronavirus-protection-masks,2020-03-26T22:06:00Z,Partly false,en,
"""The World Health Organization offered, offered the testing kits that they have available and to give it to us now. We refused them. We did not want to buy them.”",Joe Biden,2020-03-15T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/16/joe-biden/biden-falsely-says-trump-administration-rejected-w/,,Mostly False,en,Biden falsely says Trump administration rejected WHO coronavirus test kits (that were never offered)
"""Wuhan’s corona virus can be cured by one bowl of freshly boiled garlic water.""",Viral meme,2020-02-01T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/02/fake-coronavirus-cures-part-2-garlic-isnt-a-cure/,,FALSE,en,"Fake Coronavirus Cures, Part 2: Garlic Isn't a 'Cure'"
"Says that under order from Gov. Tony Evers, he and his eight children can’t legally have dinner together anymore.",Duey Stroebel,2020-03-24T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/27/duey-stroebel/has-gov-tony-evers-banned-family-dinners-amid-wisc/,,Half True,en,Has Gov. Tony Evers banned family dinners amid Wisconsin's coronavirus pandemic? Yes and no
"""[T]he label of the popular Lysol already show that the product Kill the Coronavirus, so that means that this Virus is nothing new.”",Social media posts,2020-01-29T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/01/no-clorox-and-lysol-didnt-already-know-about-new-coronavirus/,,FALSE,en,"No, Clorox and Lysol Didn't Already 'Know' About New Coronavirus"
Photographs showing mass deaths due to coronavirus,Social Media,2016-06-20T00:00:00Z,Alt News,altnews.in,https://www.altnews.in/old-unrelated-images-shared-as-mass-deaths-due-to-coronavirus/,2020-03-24T00:00:00Z,FALSE,en,"Old, unrelated images shared as mass deaths due to coronavirus"
"“The Government have announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of the COVID-19 coronavirus starting from March 6, 2020.""",Social media posts,2020-03-06T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/coronavirus-prank-falsely-tells-of-workplace-school-closings/,,FALSE,en,"Coronavirus Prank Falsely Tells of Workplace, School Closings"
Says the New York Times exposed the “real reason behind coronavirus hype: Crash the market to harm Trump’s re-election chances.”,Bloggers,2020-03-13T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/19/blog-posting/blog-pushes-conspiracy-coronavirus-was-invented-hu/,,Pants on Fire,en,Blog pushes conspiracy that coronavirus was invented to hurt ...
Government to spray medicine at night after 10 PM to kill the COVID-19,social media users,2016-06-20T00:00:00Z,Alt News,altnews.in,https://www.altnews.in/no-medicine-will-be-sprayed-in-the-air-to-kill-coronavirus-fake-message-viral/,2020-03-20T00:00:00Z,FALSE,en,No medicine will be sprayed in the air to kill coronavirus; fake ...
“People are going door to door in Colorado Springs stating they are COVID testing so they can rob people!!!!”,Facebook posts,2020-03-17T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/19/facebook-posts/no-truth-report-about-robbers-posing-coronavirus-t/,,FALSE,en,No truth to report about robbers posing as coronavirus testers
Government to spray medicine in the air overnight to kill coronavirus.,Facebook users,2020-03-19T00:00:00Z,India Today,indiatoday.in,https://www.indiatoday.in/fact-check/story/bogus-info-spraying-chemicals-kill-coronavirus-viral-truth-1657189-2020-03-19,2020-03-19T00:00:00Z,FALSE,en,Fact Check: Bogus info about govt spraying chemicals to kill ...
"Tea can cure Covid-19 patients suggested by China’s whistleblower doctor Li Wenliang, the news was published by CNN.",Facebook user Maria Celia Junio-Fernandez and many others,2020-03-24T00:00:00Z,India Today,indiatoday.in,https://www.indiatoday.in/fact-check/story/viral-post-china-whistleblower-doctor-tea-cures-coronavirus-1659303-2020-03-24,2020-03-24T00:00:00Z,Mostly false,en,Fact Check: Viral post claims China's whistleblower doctor ...
"“CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.”",The Geller Report,2020-01-24T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/01/misinformation-on-coronavirus-death-toll/,,FALSE,en,Misinformation on Coronavirus Death Toll
"“The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing. And we undid that decision a few days ago so that the testing can take place in a much more accurate and rapid fashion.""",Donald Trump,2020-03-04T00:00:00Z,Washington Post,washingtonpost.com,https://www.washingtonpost.com/politics/2020/03/06/trumps-bogus-effort-blame-obama-sluggish-coronavirus-testing/,,Four Pinocchios,en,Analysis | Trump's bogus effort to blame Obama for sluggish ...
"Coronavirus lives for 12 hours on metal, 9 hours on fabric",Social Media,2016-06-20T00:00:00Z,Alt News,altnews.in,https://www.altnews.in/sci-check-lifespan-of-coronavirus-outside-the-human-body-on-different-surfaces/,2020-03-20T00:00:00Z,Half True,en,Sci-check: Lifespan of coronavirus outside the human body on different surfaces
"The United States ""refused"" COVID-19 diagnostic tests offered by the World Health Organization.",,,Snopes.com,snopes.com,https://www.snopes.com/fact-check/us-coronavirus-test/,2020-03-17T17:48:00Z,Mixture,en,Did US 'Refuse' COVID-19 Testing Kits from the World Health ...
A Facebook post claims The Eyes of Darkness by Dean Koontz predicted the coronavirus outbreak.,A Facebook user,2020-02-21T00:00:00Z,Australian Associated Press,aap.com.au,https://www.aap.com.au/a-novel-published-in-1981-did-not-predict-the-2019-coronavirus/,2020-03-02T00:00:00Z,False – The primary claims of the content are factually inaccurate.,en,A novel published in 1981 did not predict the 2019 coronavirus
"A viral list notes numerous ""good news"" items related to the fight against the COVID-19 coronavirus disease pandemic.",,,Snopes,snopes.com,https://www.snopes.com/fact-check/covid-good-news-list-accurate/,2020-03-19T15:35:00Z,Mostly True,en,Is This 'Good News' List About the COVID-19 Pandemic Accurate?
"Said of the coronavirus outbreak: ""I just want to reiterate, because a lot of people have been asking, 'Well, what would have happened if we did nothing? Did nothing — we just rode it out.' ... And I think we got our most accurate study today, or certainly most comprehensive. Think of the number: 2.2 — potentially 2.2 million people if we did nothing.""",Donald Trump,2020-03-30T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2020/03/trump-and-the-coronavirus-death-projections/,,Estimate Known Since March 16,en,Trump and the Coronavirus Death Projections
Israel has discovered a vaccine for novel coronavirus.,Social media users,2020-03-13T00:00:00Z,IndiaToday,indiatoday.in,https://www.indiatoday.in/fact-check/story/novel-coronavirus-vaccine-claim-israel-truth-1655336-2020-03-14,2020-03-13T00:00:00Z,Half true,en,Fact Check: Take this novel coronavirus vaccine claim with a pinch ...
Clapping together at 5 pm will create a vibration which will destroy coronavirus.,Twitter and WhatsApp users,2020-03-21T00:00:00Z,India Today,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-no-clapping-together-at-5-pm-during-janta-curfew-will-not-kill-coronavirus-1658438-2020-03-22,2020-03-22T00:00:00Z,Mostly false,en,"Fact Check: No, clapping together at 5 pm during Janta curfew will ..."
The viral image is of a doctor couple in Italy who gave their lives treating coronavirus patients.,Facebook users,2020-03-24T00:00:00Z,India Today,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-love-in-time-corona-know-truth-behind-this-viral-image-italy-couple-covid-19-doctor-1659263-2020-03-24,2020-03-24T00:00:00Z,Mostly false,en,Fact Check: Love in the time of Corona? Know the truth behind this ...
"Joseph Maldonado-Passage, better known as Joe Exotic of ""Tiger King,"" has COVID-19 coronavirus disease.",Multiple Sources,,Snopes.com,snopes.com,https://www.snopes.com/fact-check/joe-exotic-coronavirus/,2020-04-03T08:44:00Z,Mostly False,en,Does 'Tiger King' Joe Exotic Have Coronavirus?
“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”,Instagram posts,2020-03-23T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2020/mar/24/instagram-posts/putin-didnt-threaten-jail-time-coronavirus-lockdow/,,FALSE,en,Putin didn't threaten jail time for coronavirus lockdown violators
"A photograph posted on social media in March 2020 shows an authentic image of U.S. President Donald Trump's speech notes with the word ""Corona"" scratched out and replaced in handwriting by ""Chinese.""",,,Snopes.com,snopes.com,https://www.snopes.com/fact-check/trump-chinese-virus-notes/,2020-03-19T14:47:00Z,TRUE,en,Was 'Coronavirus' Replaced with 'Chinese Virus' in Trump's Notes?
US President Trump announces coronavirus vaccine is 'ready',Multiple Sources,2020-03-05T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/us-president-donald-trump-did-not-announce-coronavirus-vaccine-was-ready,2020-03-26T03:35:00Z,FALSE,en,
Novel coronavirus can be eliminated by drinking lots of water and gargling with warm water mixed with salt or vinegar,Social media users,2020-03-15T00:00:00Z,IndiaToday,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-no-gargling-with-warm-salt-water-can-t-save-you-from-coronavirus-1656600-2020-03-17,2020-03-17T00:00:00Z,Mostly false,en,"Fact Check: No, gargling with warm salt water can't save you from ..."
A medical alert says to stop the use of anti-inflammatories for pain or high temperatures.,,,Full Fact,fullfact.org,https://fullfact.org/health/young-people-severe-coronavirus-cork/,2020-03-17T00:00:00Z,"This message is fake. Current advice from health authorities in the UK and Ireland say to continue taking previously prescribed medication, including anti-inflammatories unless told otherwise by a healthcare professional. The NHS says there is no strong evidence that taking ibuprofen can make Covid-19 worse, but advises people with symptoms to take paracetamol if they can.",en,
